SPF;Update Function;Initialization;Threshold;Avg Lower Quota;Avg Gini;Avg Footrule;Avg KT;Std KT;Egalitarian KT;Total Number of Satisfaction Special Voter;Avg SQ KT
weighted-rsd;myopic-sq-kt;equal;7;('weighted-rsd', 'myopic-sq-kt', 'equal', 7, 0.8687777777777776);('weighted-rsd', 'myopic-sq-kt', 'equal', 7, 0.04809520554603409);('weighted-rsd', 'myopic-sq-kt', 'equal', 7, 6.815288888888888);('weighted-rsd', 'myopic-sq-kt', 'equal', 7, 4.265088888888889);('weighted-rsd', 'myopic-sq-kt', 'equal', 7, np.float64(0.5191682010858761));('weighted-rsd', 'myopic-sq-kt', 'equal', 7, np.float64(5.501111111111111));('weighted-rsd', 'myopic-sq-kt', 'equal', 7, 24.0);('weighted-rsd', 'myopic-sq-kt', 'equal', 7, 25.854333333333333)
weighted-rsd;myopic-sq-kt;special-voter-25-percent;0;('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 0, 0.8351555555555557);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 0, 0.4581009099227415);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 0, 6.817733333333333);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 0, 4.273311111111112);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 0, np.float64(0.5156497190123084));('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 0, np.float64(5.486666666666665));('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 0, 3.0);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 0, 25.913666666666668)
weighted-rsd;myopic-sq-kt;special-voter-25-percent;3;('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 3, 0.6794666666666666);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 3, 0.13372906058764897);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 3, 6.817733333333333);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 3, 4.273311111111112);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 3, np.float64(0.5156497190123084));('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 3, np.float64(5.486666666666665));('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 3, 13.0);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 3, 25.913666666666668)
weighted-rsd;myopic-sq-kt;special-voter-25-percent;7;('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 7, 0.7708222222222223);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 7, 0.047577014971250525);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 7, 6.817733333333333);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 7, 4.273311111111112);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 7, np.float64(0.5156497190123084));('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 7, np.float64(5.486666666666665));('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 7, 23.0);('weighted-rsd', 'myopic-sq-kt', 'special-voter-25-percent', 7, 25.913666666666668)
weighted-rsd;kt;equal;0;('weighted-rsd', 'kt', 'equal', 0, 0.8828222222222222);('weighted-rsd', 'kt', 'equal', 0, 0.5501502294302034);('weighted-rsd', 'kt', 'equal', 0, 6.864666666666667);('weighted-rsd', 'kt', 'equal', 0, 4.309355555555556);('weighted-rsd', 'kt', 'equal', 0, np.float64(0.6301459639687895));('weighted-rsd', 'kt', 'equal', 0, np.float64(5.541111111111112));('weighted-rsd', 'kt', 'equal', 0, 5.0);('weighted-rsd', 'kt', 'equal', 0, 26.390111111111107)
weighted-rsd;kt;equal;3;('weighted-rsd', 'kt', 'equal', 3, 0.7774);('weighted-rsd', 'kt', 'equal', 3, 0.15030814266765555);('weighted-rsd', 'kt', 'equal', 3, 6.864666666666667);('weighted-rsd', 'kt', 'equal', 3, 4.309355555555556);('weighted-rsd', 'kt', 'equal', 3, np.float64(0.6301459639687895));('weighted-rsd', 'kt', 'equal', 3, np.float64(5.541111111111112));('weighted-rsd', 'kt', 'equal', 3, 15.0);('weighted-rsd', 'kt', 'equal', 3, 26.390111111111107)
weighted-rsd;kt;equal;7;('weighted-rsd', 'kt', 'equal', 7, 0.8676666666666666);('weighted-rsd', 'kt', 'equal', 7, 0.05033262689550863);('weighted-rsd', 'kt', 'equal', 7, 6.864666666666667);('weighted-rsd', 'kt', 'equal', 7, 4.309355555555556);('weighted-rsd', 'kt', 'equal', 7, np.float64(0.6301459639687895));('weighted-rsd', 'kt', 'equal', 7, np.float64(5.541111111111112));('weighted-rsd', 'kt', 'equal', 7, 25.0);('weighted-rsd', 'kt', 'equal', 7, 26.390111111111107)
weighted-rsd;kt;special-voter-25-percent;0;('weighted-rsd', 'kt', 'special-voter-25-percent', 0, 0.8752666666666669);('weighted-rsd', 'kt', 'special-voter-25-percent', 0, 0.553103489333355);('weighted-rsd', 'kt', 'special-voter-25-percent', 0, 6.823599999999999);('weighted-rsd', 'kt', 'special-voter-25-percent', 0, 4.286022222222223);('weighted-rsd', 'kt', 'special-voter-25-percent', 0, np.float64(0.6143632812433922));('weighted-rsd', 'kt', 'special-voter-25-percent', 0, np.float64(5.496666666666668));('weighted-rsd', 'kt', 'special-voter-25-percent', 0, 4.0);('weighted-rsd', 'kt', 'special-voter-25-percent', 0, 26.157266666666665)
weighted-rsd;kt;special-voter-25-percent;3;('weighted-rsd', 'kt', 'special-voter-25-percent', 3, 0.7781333333333333);('weighted-rsd', 'kt', 'special-voter-25-percent', 3, 0.14458345994511332);('weighted-rsd', 'kt', 'special-voter-25-percent', 3, 6.823599999999999);('weighted-rsd', 'kt', 'special-voter-25-percent', 3, 4.286022222222223);('weighted-rsd', 'kt', 'special-voter-25-percent', 3, np.float64(0.6143632812433922));('weighted-rsd', 'kt', 'special-voter-25-percent', 3, np.float64(5.496666666666668));('weighted-rsd', 'kt', 'special-voter-25-percent', 3, 14.0);('weighted-rsd', 'kt', 'special-voter-25-percent', 3, 26.157266666666665)
weighted-rsd;kt;special-voter-25-percent;7;('weighted-rsd', 'kt', 'special-voter-25-percent', 7, 0.8154);('weighted-rsd', 'kt', 'special-voter-25-percent', 7, 0.048777953492579136);('weighted-rsd', 'kt', 'special-voter-25-percent', 7, 6.823599999999999);('weighted-rsd', 'kt', 'special-voter-25-percent', 7, 4.286022222222223);('weighted-rsd', 'kt', 'special-voter-25-percent', 7, np.float64(0.6143632812433922));('weighted-rsd', 'kt', 'special-voter-25-percent', 7, np.float64(5.496666666666668));('weighted-rsd', 'kt', 'special-voter-25-percent', 7, 25.0);('weighted-rsd', 'kt', 'special-voter-25-percent', 7, 26.157266666666665)
weighted-rsd;sq-kt;equal;0;('weighted-rsd', 'sq-kt', 'equal', 0, 0.8909555555555556);('weighted-rsd', 'sq-kt', 'equal', 0, 0.548515927745953);('weighted-rsd', 'sq-kt', 'equal', 0, 6.841511111111113);('weighted-rsd', 'sq-kt', 'equal', 0, 4.307177777777777);('weighted-rsd', 'sq-kt', 'equal', 0, np.float64(0.6060218979881327));('weighted-rsd', 'sq-kt', 'equal', 0, np.float64(5.556666666666667));('weighted-rsd', 'sq-kt', 'equal', 0, 5.0);('weighted-rsd', 'sq-kt', 'equal', 0, 26.415133333333326)
weighted-rsd;sq-kt;equal;3;('weighted-rsd', 'sq-kt', 'equal', 3, 0.7878222222222225);('weighted-rsd', 'sq-kt', 'equal', 3, 0.14234816527654104);('weighted-rsd', 'sq-kt', 'equal', 3, 6.841511111111113);('weighted-rsd', 'sq-kt', 'equal', 3, 4.307177777777777);('weighted-rsd', 'sq-kt', 'equal', 3, np.float64(0.6060218979881327));('weighted-rsd', 'sq-kt', 'equal', 3, np.float64(5.556666666666667));('weighted-rsd', 'sq-kt', 'equal', 3, 11.0);('weighted-rsd', 'sq-kt', 'equal', 3, 26.415133333333326)
weighted-rsd;sq-kt;equal;7;('weighted-rsd', 'sq-kt', 'equal', 7, 0.9212888888888887);('weighted-rsd', 'sq-kt', 'equal', 7, 0.0482741755740618);('weighted-rsd', 'sq-kt', 'equal', 7, 6.841511111111113);('weighted-rsd', 'sq-kt', 'equal', 7, 4.307177777777777);('weighted-rsd', 'sq-kt', 'equal', 7, np.float64(0.6060218979881327));('weighted-rsd', 'sq-kt', 'equal', 7, np.float64(5.556666666666667));('weighted-rsd', 'sq-kt', 'equal', 7, 27.0);('weighted-rsd', 'sq-kt', 'equal', 7, 26.415133333333326)
weighted-rsd;sq-kt;special-voter-25-percent;0;('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 0, 0.8656888888888887);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 0, 0.5437487174813488);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 0, 6.835111111111109);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 0, 4.284022222222222);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 0, np.float64(0.5906603248193265));('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 0, np.float64(5.536666666666667));('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 0, 4.0);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 0, 26.06277777777778)
weighted-rsd;sq-kt;special-voter-25-percent;3;('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 3, 0.7278888888888889);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 3, 0.14156430855571622);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 3, 6.835111111111109);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 3, 4.284022222222222);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 3, np.float64(0.5906603248193265));('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 3, np.float64(5.536666666666667));('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 3, 14.0);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 3, 26.06277777777778)
weighted-rsd;sq-kt;special-voter-25-percent;7;('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 7, 0.7532444444444444);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 7, 0.04779011521129737);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 7, 6.835111111111109);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 7, 4.284022222222222);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 7, np.float64(0.5906603248193265));('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 7, np.float64(5.536666666666667));('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 7, 23.0);('weighted-rsd', 'sq-kt', 'special-voter-25-percent', 7, 26.06277777777778)
weighted-rsd;unit-cost;equal;0;('weighted-rsd', 'unit-cost', 'equal', 0, 0.9029111111111112);('weighted-rsd', 'unit-cost', 'equal', 0, 0.5534456587724854);('weighted-rsd', 'unit-cost', 'equal', 0, 6.816);('weighted-rsd', 'unit-cost', 'equal', 0, 4.276155555555556);('weighted-rsd', 'unit-cost', 'equal', 0, np.float64(0.6779664927400606));('weighted-rsd', 'unit-cost', 'equal', 0, np.float64(5.381111111111112));('weighted-rsd', 'unit-cost', 'equal', 0, 4.0);('weighted-rsd', 'unit-cost', 'equal', 0, 26.037266666666667)
weighted-rsd;unit-cost;equal;3;('weighted-rsd', 'unit-cost', 'equal', 3, 0.8429777777777778);('weighted-rsd', 'unit-cost', 'equal', 3, 0.14717513866531698);('weighted-rsd', 'unit-cost', 'equal', 3, 6.838444444444445);('weighted-rsd', 'unit-cost', 'equal', 3, 4.291444444444443);('weighted-rsd', 'unit-cost', 'equal', 3, np.float64(0.6288918811022174));('weighted-rsd', 'unit-cost', 'equal', 3, np.float64(5.50888888888889));('weighted-rsd', 'unit-cost', 'equal', 3, 15.0);('weighted-rsd', 'unit-cost', 'equal', 3, 26.200511111111112)
weighted-rsd;unit-cost;equal;7;('weighted-rsd', 'unit-cost', 'equal', 7, 0.9233333333333335);('weighted-rsd', 'unit-cost', 'equal', 7, 0.046724251099581816);('weighted-rsd', 'unit-cost', 'equal', 7, 6.794177777777778);('weighted-rsd', 'unit-cost', 'equal', 7, 4.2601555555555555);('weighted-rsd', 'unit-cost', 'equal', 7, np.float64(0.5933872678911404));('weighted-rsd', 'unit-cost', 'equal', 7, np.float64(5.443333333333334));('weighted-rsd', 'unit-cost', 'equal', 7, 27.0);('weighted-rsd', 'unit-cost', 'equal', 7, 25.87713333333334)
weighted-rsd;unit-cost;special-voter-25-percent;0;('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 0, 0.8580444444444442);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 0, 0.5413259405092481);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 0, 6.780933333333334);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 0, 4.253533333333333);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 0, np.float64(0.6351263284616321));('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 0, np.float64(5.445555555555557));('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 0, 3.0);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 0, 25.812466666666655)
weighted-rsd;unit-cost;special-voter-25-percent;3;('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 3, 0.6145111111111112);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 3, 0.142250507038596);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 3, 6.811955555555556);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 3, 4.273266666666667);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 3, np.float64(0.5938786176165124));('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 3, np.float64(5.448888888888889));('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 3, 15.0);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 3, 25.919666666666664)
weighted-rsd;unit-cost;special-voter-25-percent;7;('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 7, 0.9242666666666666);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 7, 0.04573765064784157);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 7, 6.7686222222222225);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 7, 4.232600000000001);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 7, np.float64(0.5441265875878774));('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 7, np.float64(5.4044444444444455));('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 7, 28.0);('weighted-rsd', 'unit-cost', 'special-voter-25-percent', 7, 25.595977777777783)
weighted-rsd;kt-reset;equal;0;('weighted-rsd', 'kt-reset', 'equal', 0, 0.7071777777777779);('weighted-rsd', 'kt-reset', 'equal', 0, 0.46071061502003696);('weighted-rsd', 'kt-reset', 'equal', 0, 6.8116);('weighted-rsd', 'kt-reset', 'equal', 0, 4.282422222222222);('weighted-rsd', 'kt-reset', 'equal', 0, np.float64(0.5175445191301761));('weighted-rsd', 'kt-reset', 'equal', 0, np.float64(5.470000000000001));('weighted-rsd', 'kt-reset', 'equal', 0, 0.0);('weighted-rsd', 'kt-reset', 'equal', 0, 26.10802222222221)
weighted-rsd;kt-reset;equal;3;('weighted-rsd', 'kt-reset', 'equal', 3, 0.7097777777777776);('weighted-rsd', 'kt-reset', 'equal', 3, 0.1287006843296971);('weighted-rsd', 'kt-reset', 'equal', 3, 6.789022222222223);('weighted-rsd', 'kt-reset', 'equal', 3, 4.247222222222222);('weighted-rsd', 'kt-reset', 'equal', 3, np.float64(0.4953852401343019));('weighted-rsd', 'kt-reset', 'equal', 3, np.float64(5.42111111111111));('weighted-rsd', 'kt-reset', 'equal', 3, 15.0);('weighted-rsd', 'kt-reset', 'equal', 3, 25.633133333333326)
weighted-rsd;kt-reset;equal;7;('weighted-rsd', 'kt-reset', 'equal', 7, 0.9525555555555555);('weighted-rsd', 'kt-reset', 'equal', 7, 0.04684911424249356);('weighted-rsd', 'kt-reset', 'equal', 7, 6.799244444444443);('weighted-rsd', 'kt-reset', 'equal', 7, 4.261399999999999);('weighted-rsd', 'kt-reset', 'equal', 7, np.float64(0.532598081465766));('weighted-rsd', 'kt-reset', 'equal', 7, np.float64(5.396666666666666));('weighted-rsd', 'kt-reset', 'equal', 7, 28.0);('weighted-rsd', 'kt-reset', 'equal', 7, 25.836155555555557)
weighted-rsd;kt-reset;special-voter-25-percent;0;('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 0, 0.8771333333333335);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 0, 0.4428944411365873);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 0, 6.762844444444446);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 0, 4.246244444444444);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 0, np.float64(0.5153060730514747));('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 0, np.float64(5.414444444444444));('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 0, 2.0);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 0, 25.794555555555558)
weighted-rsd;kt-reset;special-voter-25-percent;3;('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 3, 0.6535777777777778);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 3, 0.12874776169988805);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 3, 6.780933333333333);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 3, 4.255933333333332);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 3, np.float64(0.499673172836476));('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 3, np.float64(5.502222222222221));('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 3, 11.0);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 3, 25.871577777777773)
weighted-rsd;kt-reset;special-voter-25-percent;7;('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 7, 0.9287111111111112);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 7, 0.046789459308491856);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 7, 6.798355555555554);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 7, 4.262422222222222);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 7, np.float64(0.5172255282399345));('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 7, np.float64(5.418888888888889));('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 7, 28.0);('weighted-rsd', 'kt-reset', 'special-voter-25-percent', 7, 25.872200000000003)
weighted-rsd;unit-cost-reset;equal;0;('weighted-rsd', 'unit-cost-reset', 'equal', 0, 0.7879555555555556);('weighted-rsd', 'unit-cost-reset', 'equal', 0, 0.47265892037996776);('weighted-rsd', 'unit-cost-reset', 'equal', 0, 6.863911111111109);('weighted-rsd', 'unit-cost-reset', 'equal', 0, 4.316822222222222);('weighted-rsd', 'unit-cost-reset', 'equal', 0, np.float64(0.503900362197225));('weighted-rsd', 'unit-cost-reset', 'equal', 0, np.float64(5.498888888888889));('weighted-rsd', 'unit-cost-reset', 'equal', 0, 3.0);('weighted-rsd', 'unit-cost-reset', 'equal', 0, 26.35593333333334)
weighted-rsd;unit-cost-reset;equal;3;('weighted-rsd', 'unit-cost-reset', 'equal', 3, 0.7604222222222222);('weighted-rsd', 'unit-cost-reset', 'equal', 3, 0.12913815423854486);('weighted-rsd', 'unit-cost-reset', 'equal', 3, 6.752533333333332);('weighted-rsd', 'unit-cost-reset', 'equal', 3, 4.232822222222222);('weighted-rsd', 'unit-cost-reset', 'equal', 3, np.float64(0.508690588960096));('weighted-rsd', 'unit-cost-reset', 'equal', 3, np.float64(5.360000000000001));('weighted-rsd', 'unit-cost-reset', 'equal', 3, 13.0);('weighted-rsd', 'unit-cost-reset', 'equal', 3, 25.632377777777773)
weighted-rsd;unit-cost-reset;equal;7;('weighted-rsd', 'unit-cost-reset', 'equal', 7, 0.8993111111111112);('weighted-rsd', 'unit-cost-reset', 'equal', 7, 0.04711829068425656);('weighted-rsd', 'unit-cost-reset', 'equal', 7, 6.783066666666668);('weighted-rsd', 'unit-cost-reset', 'equal', 7, 4.256466666666666);('weighted-rsd', 'unit-cost-reset', 'equal', 7, np.float64(0.5806325473071997));('weighted-rsd', 'unit-cost-reset', 'equal', 7, np.float64(5.5488888888888885));('weighted-rsd', 'unit-cost-reset', 'equal', 7, 29.0);('weighted-rsd', 'unit-cost-reset', 'equal', 7, 25.95344444444445)
weighted-rsd;unit-cost-reset;special-voter-25-percent;0;('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 0, 0.8639111111111113);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 0, 0.4591194226905992);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 0, 6.802088888888891);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 0, 4.255577777777778);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 0, np.float64(0.5085013955007113));('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 0, np.float64(5.454444444444444));('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 0, 5.0);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 0, 25.823844444444447)
weighted-rsd;unit-cost-reset;special-voter-25-percent;3;('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 3, 0.6637333333333334);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 3, 0.13272488901434687);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 3, 6.780177777777778);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 3, 4.260288888888889);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 3, np.float64(0.5147559620856563));('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 3, np.float64(5.472222222222223));('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 3, 12.0);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 3, 25.824466666666662)
weighted-rsd;unit-cost-reset;special-voter-25-percent;7;('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 7, 0.8809333333333333);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 7, 0.047648920704154704);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 7, 6.768666666666665);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 7, 4.2406444444444436);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 7, np.float64(0.5816585509762036));('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 7, np.float64(5.50888888888889));('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 7, 29.0);('weighted-rsd', 'unit-cost-reset', 'special-voter-25-percent', 7, 25.72113333333333)
weighted-rsd;perpetual-kt;equal;0;('weighted-rsd', 'perpetual-kt', 'equal', 0, 0.8884);('weighted-rsd', 'perpetual-kt', 'equal', 0, 0.4866187609626927);('weighted-rsd', 'perpetual-kt', 'equal', 0, 6.781466666666666);('weighted-rsd', 'perpetual-kt', 'equal', 0, 4.263133333333333);('weighted-rsd', 'perpetual-kt', 'equal', 0, np.float64(0.5409197091245919));('weighted-rsd', 'perpetual-kt', 'equal', 0, np.float64(5.438888888888889));('weighted-rsd', 'perpetual-kt', 'equal', 0, 2.0);('weighted-rsd', 'perpetual-kt', 'equal', 0, 25.955266666666663)
weighted-rsd;perpetual-kt;equal;3;('weighted-rsd', 'perpetual-kt', 'equal', 3, 0.7399777777777778);('weighted-rsd', 'perpetual-kt', 'equal', 3, 0.1402355202208397);('weighted-rsd', 'perpetual-kt', 'equal', 3, 6.799866666666667);('weighted-rsd', 'perpetual-kt', 'equal', 3, 4.2626);('weighted-rsd', 'perpetual-kt', 'equal', 3, np.float64(0.5866867967655617));('weighted-rsd', 'perpetual-kt', 'equal', 3, np.float64(5.413333333333333));('weighted-rsd', 'perpetual-kt', 'equal', 3, 12.0);('weighted-rsd', 'perpetual-kt', 'equal', 3, 25.79744444444445)
weighted-rsd;perpetual-kt;equal;7;('weighted-rsd', 'perpetual-kt', 'equal', 7, 0.9491555555555554);('weighted-rsd', 'perpetual-kt', 'equal', 7, 0.049180165072419985);('weighted-rsd', 'perpetual-kt', 'equal', 7, 6.840444444444444);('weighted-rsd', 'perpetual-kt', 'equal', 7, 4.297933333333333);('weighted-rsd', 'perpetual-kt', 'equal', 7, np.float64(0.7054489791480733));('weighted-rsd', 'perpetual-kt', 'equal', 7, np.float64(5.512222222222224));('weighted-rsd', 'perpetual-kt', 'equal', 7, 26.0);('weighted-rsd', 'perpetual-kt', 'equal', 7, 26.229666666666663)
weighted-rsd;perpetual-kt;special-voter-25-percent;0;('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 0, 0.7942444444444444);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 0, 0.47491633751296286);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 0, 6.774711111111111);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 0, 4.247533333333334);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 0, np.float64(0.5219414149853556));('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 0, np.float64(5.430000000000001));('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 0, 1.0);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 0, 25.68731111111111)
weighted-rsd;perpetual-kt;special-voter-25-percent;3;('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 3, 0.705);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 3, 0.13895419339616497);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 3, 6.826755555555554);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 3, 4.289000000000001);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 3, np.float64(0.5764489318910396));('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 3, np.float64(5.49111111111111));('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 3, 12.0);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 3, 26.203577777777774)
weighted-rsd;perpetual-kt;special-voter-25-percent;7;('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 7, 0.8386888888888889);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 7, 0.04959200571864539);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 7, 6.812488888888889);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 7, 4.2802444444444445);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 7, np.float64(0.6910689615247263));('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 7, np.float64(5.4466666666666645));('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 7, 25.0);('weighted-rsd', 'perpetual-kt', 'special-voter-25-percent', 7, 26.07979999999999)
weighted-rsd;myopic-kt-special-voter;equal;0;('weighted-rsd', 'myopic-kt-special-voter', 'equal', 0, 0.8612666666666666);('weighted-rsd', 'myopic-kt-special-voter', 'equal', 0, 0.48185599765024933);('weighted-rsd', 'myopic-kt-special-voter', 'equal', 0, 6.743200000000001);('weighted-rsd', 'myopic-kt-special-voter', 'equal', 0, 4.227622222222222);('weighted-rsd', 'myopic-kt-special-voter', 'equal', 0, np.float64(0.5219632718283422));('weighted-rsd', 'myopic-kt-special-voter', 'equal', 0, np.float64(5.40111111111111));('weighted-rsd', 'myopic-kt-special-voter', 'equal', 0, 4.0);('weighted-rsd', 'myopic-kt-special-voter', 'equal', 0, 25.592644444444442)
